1.000000000000000021e-03 7.597020194888171889e-31 8.367187718336104448e-31 9.313519284146568116e-31 1.048827164833775818e-30 1.196384698783235027e-30 1.384213570314180969e-30 1.626969384281396257e-30 1.946279170550193111e-30 2.374998079161604374e-30 2.964288170200892485e-30 3.796649095395204224e-30 5.009782352540379968e-30 6.842708861084898546e-30 9.729118745541684497e-30 1.449055614635426624e-29 2.275262813075559232e-29 3.786973690552812962e-29 6.727223954875621251e-29 1.292588809560794412e-28 2.768449909726107100e-28 7.312533097716977050e-28 3.145251825910295156e+04 3.196963979431766711e+04 3.252419981749545695e+04 3.311205657112436893e+04 3.372582473696555826e+04 3.435336235205148841e+04 3.497587261976746231e+04 3.556589144362889783e+04 3.609554875996313785e+04 3.654063500885046960e+04 3.687701860732251225e+04 3.708402307919732266e+04 3.715122327000349469e+04 3.709024629109797388e+04 3.695461177764623426e+04 3.687008612101451581e+04 3.691507871431189415e+04 3.688330684097327321e+04 3.632647559494610323e+04 3.435419279663768248e+04 2.717810792086054062e+04
1.010372699238005221e-03 7.596639336600246993e-31 8.366728411464938915e-31 9.312961196402831893e-31 1.048758374391746021e-30 1.196304343820327143e-30 1.384103118680827915e-30 1.626827591578827011e-30 1.946093330792096095e-30 2.374752283342130401e-30 2.963958732175058613e-30 3.796181880253790518e-30 5.009046554511670627e-30 6.841641595082497785e-30 9.727407191025087169e-30 1.448783372614997693e-29 2.274769627613300288e-29 3.786050578307502482e-29 6.725423738704003353e-29 1.292196187381582126e-28 2.767465370875175488e-28 7.308831357303458526e-28 3.145224586801786427e+04 3.196935027339710723e+04 3.252389582889483427e+04 3.311174048061364738e+04 3.372552249965977535e+04 3.435303528927972366e+04 3.497555916714361956e+04 3.556560616613117600e+04 3.609530636953084468e+04 3.654044752473861445e+04 3.687688944460681523e+04 3.708395428738921328e+04 3.715122395309420972e+04 3.709029899765369919e+04 3.695467329262054409e+04 3.687008837410112756e+04 3.691505214815583167e+04 3.688339208453196625e+04 3.632693263422931341e+04 3.435561976140204206e+04 2.718411968802229967e+04
1.020852991365491479e-03 7.596233399545931949e-31 8.366264249757116150e-31 9.312337071087033595e-31 1.048696365275025919e-30 1.196213907144111341e-30 1.383986813769571213e-30 1.626681723122898884e-30 1.945914457330521618e-30 2.374504793381531269e-30 2.963626453907381145e-30 3.795702501739265950e-30 5.008371523276291720e-30 6.840617442966195754e-30 9.725709333687458782e-30 1.448495775318693102e-29 2.274272328969608855e-29 3.785115538280352451e-29 6.723602845127250789e-29 1.291799618221938631e-28 2.766451975937706356e-28 7.305094477164487614e-28 3.145195552121440051e+04 3.196905767073893730e+04 3.252355583975838454e+04 3.311145552398818108e+04 3.372518230402779591e+04 3.435269084581415518e+04 3.497523664987364464e+04 3.556533152773728943e+04 3.609506224934244528e+04 3.654025836827013700e+04 3.687675686565886281e+04 3.708389113324334903e+04 3.715122458122761600e+04 3.709035127697386633e+04 3.695473830264581920e+04 3.687009067949173186e+04 3.691502521848194738e+04 3.688347823862864607e+04 3.632739418963158823e+04 3.435708843341581087e+04 2.719019055901052343e+04
1.031441992411143626e-03 7.595796995550249807e-31 8.365783285981412977e-31 9.311796233019703099e-31 1.048612309051498210e-30 1.196121646623605894e-30 1.383880976988126599e-30 1.626537988378653083e-30 1.945718919221486822e-30 2.374254886521920753e-30 2.963273167698865354e-30 3.795211478506646593e-30 5.007660125406988469e-30 6.839528771836333144e-30 9.723981399552209784e-30 1.448204756591023124e-29 2.273770845629718912e-29 3.784178951897816961e-29 6.721761455839862505e-29 1.291398147366223464e-28 2.765435847159533819e-28 7.301322153601802231e-28 3.145164336068757257e+04 3.196875445340460647e+04 3.252326119524222304e+04 3.311106921252296888e+04 3.372483520594175206e+04 3.435237736121685157e+04 3.497491879607380542e+04 3.556503124144492176e+04 3.609481568498445995e+04 3.654005719091380161e+04 3.687662100985147117e+04 3.708382453155899566e+04 3.715122521952592797e+04 3.709040447682298691e+04 3.695480411265158909e+04 3.687009303840136999e+04 3.691499822385617153e+04 3.688356529229963053e+04 3.632786136960377917e+04 3.435856094919997122e+04 2.719632107417704174e+04
1.042140829979873234e-03 7.595445104755696096e-31 8.365350256678014182e-31 9.311219083889147661e-31 1.048542844159263015e-30 1.196037274826728827e-30 1.383773596357135049e-30 1.626403397429827794e-30 1.945537655239699956e-30 2.374003441712290618e-30 2.962910787753833938e-30 3.794710200029700828e-30 5.006920004680421896e-30 6.838429252144882290e-30 9.722230373311828345e-30 1.447917822381965152e-29 2.273265106782586996e-29 3.783253818093977891e-29 6.719899683649285186e-29 1.290991995706775026e-28 2.764412188056589396e-28 7.297514037876708185e-28 3.145139163583022309e+04 3.196848143585357684e+04 3.252294674241816756e+04 3.311074992652567016e+04 3.372451774955809378e+04 3.435205926183445990e+04 3.497462111400362483e+04 3.556475281855186768e+04 3.609456754219811410e+04 3.653985076910789212e+04 3.687648225778687629e+04 3.708375519158816314e+04 3.715122583340395067e+04 3.709045838187967456e+04 3.695486902517401177e+04 3.687009545207068004e+04 3.691497153927438194e+04 3.688365323783372151e+04 3.632833391412779747e+04 3.436004425762830942e+04 2.720251184765021753e+04
1.052950643372899640e-03 7.595005747439315632e-31 8.364831242090976688e-31 9.310633743261660927e-31 1.048476347546077526e-30 1.195947324742006077e-30 1.383653738282536996e-30 1.626254034603911201e-30 1.945340389360584603e-30 2.373718481973413822e-30 2.962567959908859937e-30 3.794232942651772572e-30 5.006178362192598956e-30 6.837318782880752590e-30 9.720503923501038814e-30 1.447626701671149611e-29 2.272755042582471186e-29 3.782311584177907477e-29 6.718017588742947011e-29 1.290577257700932315e-28 2.763376729049025762e-28 7.293669904033549954e-28 3.145107732083474548e+04 3.196815418123420386e+04 3.252262779880213566e+04 3.311044425466134999e+04 3.372417926556765451e+04 3.435170414992990118e+04 3.497429070493367908e+04 3.556444975399950636e+04 3.609428625056152669e+04 3.653965542312457546e+04 3.687635009940277087e+04 3.708368565866404970e+04 3.715122642197424284e+04 3.709051152466707572e+04 3.695493491135953082e+04 3.687009792176462361e+04 3.691494434099172940e+04 3.688374206999203307e+04 3.632881636302432162e+04 3.436154454189616808e+04 2.720876329448119213e+04
1.063872583709069572e-03 7.594662638836028762e-31 8.364390846228030287e-31 9.310055598087083302e-31 1.048400910532842023e-30 1.195855538658490587e-30 1.383539537654344893e-30 1.626098534036937628e-30 1.945154014880143735e-30 2.373462526055841173e-30 2.962218790350470838e-30 3.793734322514492298e-30 5.005463232088238523e-30 6.836197262380190273e-30 9.718693297903781396e-30 1.447333038180448177e-29 2.272240584209449545e-29 3.781337361289321270e-29 6.716115187784117377e-29 1.290166201938174934e-28 2.762326318062443867e-28 7.289789403858165594e-28 3.145083184566731870e+04 3.196787647690568338e+04 3.252231274844597283e+04 3.311009745099554857e+04 3.372383383139107173e+04 3.435136575073398853e+04 3.497394665666196670e+04 3.556416336220111407e+04 3.609403352230928431e+04 3.653945640199365153e+04 3.687621196779645106e+04 3.708361856362810067e+04 3.715122698432765173e+04 3.709056725242945686e+04 3.695500140012527845e+04 3.687010044877215842e+04 3.691491619762301707e+04 3.688383178556888015e+04 3.632929444311096449e+04 3.436306636415966932e+04 2.721507602898784171e+04
1.074907814047443332e-03 7.594267297350686984e-31 8.363860563146237333e-31 9.309468970945703861e-31 1.048326656656025048e-30 1.195763586633793716e-30 1.383429148080066241e-30 1.625953952242508682e-30 1.944946252853127735e-30 2.373209006673782838e-30 2.961846829993933852e-30 3.793200816531330851e-30 5.004722744759399847e-30 6.835064588335046063e-30 9.716901188599612458e-30 1.447021620545632095e-29 2.271707523641891044e-29 3.780358664635742600e-29 6.714192463908771265e-29 1.289749045891354671e-28 2.761278274104319545e-28 7.285872220559287500e-28 3.145054898311820580e+04 3.196754206573355259e+04 3.252199304811163165e+04 3.310975605065661512e+04 3.372348773087767040e+04 3.435103859898958035e+04 3.497362670987126330e+04 3.556384403658442898e+04 3.609378313725902262e+04 3.653924432207185600e+04 3.687606410661759583e+04 3.708354904005282879e+04 3.715122751953322586e+04 3.709062240414114058e+04 3.695507193836480292e+04 3.687010310538031626e+04 3.691488790281666297e+04 3.688392238291241665e+04 3.632977953115545097e+04 3.436458463045952521e+04 2.722145061494431866e+04
1.086057509511139090e-03 7.593823509440234750e-31 8.363324336036241806e-31 9.308803268946397323e-31 1.048249996879695817e-30 1.195670567484175023e-30 1.383306503968277992e-30 1.625806872478920480e-30 1.944753698147968636e-30 2.372946318795511213e-30 2.961486099252483588e-30 3.792698046229402723e-30 5.003958408666738357e-30 6.833920657804240601e-30 9.715056648123647317e-30 1.446725900990387277e-29 2.271189860596980861e-29 3.779382988031346163e-29 6.712249372679472115e-29 1.289332248431943206e-28 2.760213128865949435e-28 7.281918444957140825e-28 3.145023143515666743e+04 3.196720387735550685e+04 3.252163021950963230e+04 3.310940355127658404e+04 3.372313757118806825e+04 3.435067507714964449e+04 3.497330117938805779e+04 3.556354801958885946e+04 3.609352363131555467e+04 3.653903857749883173e+04 3.687592470209026214e+04 3.708347722452394373e+04 3.715122802663666516e+04 3.709067916299703211e+04 3.695513894920803432e+04 3.687010572253585997e+04 3.691485967319043266e+04 3.688401386163818097e+04 3.633026411460267263e+04 3.436612754106720968e+04 2.722788695297783124e+04
1.097322857412473887e-03 7.593388017852421896e-31 8.362848096506063401e-31 9.308205367997831343e-31 1.048180186228505101e-30 1.195579774375323982e-30 1.383182454371798297e-30 1.625644346090641855e-30 1.944560753123641150e-30 2.372681184045929271e-30 2.961122836902912697e-30 3.792174423731465382e-30 5.003171214939534016e-30 6.832765367223670223e-30 9.713223153118140154e-30 1.446420247483991541e-29 2.270647378356501029e-29 3.778396282758177205e-29 6.710285847027238074e-29 1.288904335688334361e-28 2.759144814315554959e-28 7.277927933914086372e-28 3.144991980038620750e+04 3.196690349778659947e+04 3.252130431379134825e+04 3.310908251275906514e+04 3.372279574984346982e+04 3.435030733326654445e+04 3.497294139541998447e+04 3.556325134010698821e+04 3.609326164026308834e+04 3.653883132189948083e+04 3.687577945209851896e+04 3.708340320521911053e+04 3.715122850466104865e+04 3.709073557550422993e+04 3.695520824010812794e+04 3.687010850464262330e+04 3.691483110201021918e+04 3.688410622239035729e+04 3.633076152986964007e+04 3.436767491104892542e+04 2.723438532435731395e+04
